"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WP_004313932.1",0,NA,NA,NA,NA,NA
"WP_004313935.1",0,NA,NA,NA,NA,NA
"WP_004313937.1",0,NA,NA,NA,NA,NA
"WP_004313940.1",0,NA,NA,NA,NA,NA
"WP_004313943.1",0,NA,NA,NA,NA,NA
"WP_004320813.1",0,NA,NA,NA,NA,NA
"WP_004323036.1",0,NA,NA,NA,NA,NA
"WP_004323044.1",0,NA,NA,NA,NA,NA
"WP_004323215.1",0.726554903875343,0.716307519147054,2.63379780489682,0.271967543527934,0.785646975511131,NA
"WP_004323218.1",0.0101084392189519,-1.99828048089201,3.92218232740945,-0.509481792044035,0.610414557834076,NA
"WP_004323231.1",0,NA,NA,NA,NA,NA
"WP_004323338.1",0.432323414332315,0.120606004497265,2.92581834177895,0.0412212893654682,0.967119481636235,NA
"WP_004327091.1",39.4943516193333,3.97498586325668,1.0769775275726,3.69087168626063,0.000223486861161265,0.00823444000432144
"WP_004327094.1",1.35465785115209,-0.968414259752138,3.90959426650168,-0.247701984845266,0.80436499603801,NA
"WP_004327465.1",0,NA,NA,NA,NA,NA
"WP_004328575.1",0,NA,NA,NA,NA,NA
"WP_004328576.1",0,NA,NA,NA,NA,NA
"WP_004328577.1",0,NA,NA,NA,NA,NA
"WP_005641938.1",0,NA,NA,NA,NA,NA
"WP_005641942.1",0,NA,NA,NA,NA,NA
"WP_005641945.1",0,NA,NA,NA,NA,NA
"WP_005641953.1",0,NA,NA,NA,NA,NA
"WP_005641955.1",0,NA,NA,NA,NA,NA
"WP_005641960.1",0,NA,NA,NA,NA,NA
"WP_005643639.1",0,NA,NA,NA,NA,NA
"WP_005648570.1",0,NA,NA,NA,NA,NA
"WP_005648588.1",0,NA,NA,NA,NA,NA
"WP_005648594.1",0,NA,NA,NA,NA,NA
"WP_005648596.1",0,NA,NA,NA,NA,NA
"WP_005648604.1",0,NA,NA,NA,NA,NA
"WP_005648607.1",0,NA,NA,NA,NA,NA
"WP_005648610.1",0,NA,NA,NA,NA,NA
"WP_005650034.1",0,NA,NA,NA,NA,NA
"WP_005650044.1",0,NA,NA,NA,NA,NA
