"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NP_251794.1",1478.96499794166,0.233847020278056,0.186609777711082,1.25313380223896,0.210157016232722,0.470281174612305
"NP_251795.1",1330.56045542427,0.330535935525023,0.179659163991488,1.83979446515004,0.0657984183411673,0.256803471450986
"NP_251796.1",682.144111685962,0.0267563896558602,0.29987652904197,0.0892246877117729,0.928903345665706,0.972473660461742
"NP_251797.1",2067.21098543741,0.23345583265515,0.252166757807867,0.925799398321273,0.354550239935492,0.620267621517615
"NP_251798.1",2620.3265678139,0.467286910365068,0.280830665524148,1.6639454579966,0.0961233295482446,0.312246327077232
"NP_251799.1",711.976138978057,-0.25557126036691,0.161593665946267,-1.5815673149707,0.113748380499984,0.343775668383674
"NP_251800.1",986.932543363087,-0.170302157866476,0.443429279047627,-0.384057088499527,0.700936135429022,0.862988069596622
"NP_251801.1",1439.326262335,0.455608596327708,0.300071132765846,1.51833530979214,0.128929890598036,0.368049477115502
"NP_251802.1",1626.55898465411,0.417643791236039,0.173637606107112,2.40526116778186,0.0161609116288711,0.121217742015203
"NP_251803.1",658.239922183499,-0.470055919850271,0.178855641556481,-2.6281302382169,0.00858556379757127,0.0829067297321867
"NP_251804.1",284.525608662578,-0.288957536018355,0.186166787340673,-1.55214332344674,0.120627933758962,0.35476377364042
"NP_251805.1",4854.65282338362,0.0767827943478844,0.135867832712241,0.565128572489305,0.571986315449196,0.78964231029971
"NP_251806.1",354.279870384252,-0.149412896084426,0.150784902164953,-0.990900905456531,0.32173397019266,0.593618540220777
"NP_251807.1",1633.52503668922,-0.120387975990352,0.120513196258509,-0.998960941440074,0.317813612609917,0.589392078373681
"NP_251808.1",693.381471297087,-0.114942155035859,0.158424961769041,-0.72553058402139,0.468126589128815,0.714768197961216
"NP_251809.2",162.536102335179,-0.438828739821418,0.161356985803519,-2.71961413778373,0.00653581344117152,0.0716490159882274
"NP_251810.1",294.34927504895,-0.0860394311055354,0.148315340162766,-0.580111477417731,0.561839444328656,0.783221377371124
"NP_251811.1",1136.45387265818,-0.140928525932032,0.146410623114167,-0.962556697966788,0.335770037019023,0.606109082738464
"NP_251812.1",266.388745314385,-0.240548362982227,0.209388462440949,-1.14881383710464,0.250632752443725,0.518464615083713
"NP_251813.1",381.338940453447,-0.422962978151539,0.460189702459198,-0.919105699000382,0.358040288672393,0.623820665969016
"NP_251814.1",289.529762951787,-0.272500559379175,0.192310064419871,-1.41698543028005,0.156487187263112,0.402653334651379
"NP_251815.1",544.593186352309,-1.24600619999684,0.377646222663566,-3.29940066978207,0.000968915103071426,0.0238250153972649
"NP_251816.1",34633.4133604256,-2.02892049826606,0.39914274174084,-5.08319527349296,3.71137793701989e-07,0.000163254935484045
"NP_251817.1",175.519152716333,-0.25629078221678,0.150211485695516,-1.70619963600047,0.0879709165019871,0.297953902448534
"NP_251818.1",112.042038514417,0.268876153663643,0.255612119670413,1.05189125621403,0.29284944401069,0.564423932561794
"NP_251819.1",548.335709756318,-0.319872974391785,0.195384216302627,-1.63714848847534,0.101599447153053,0.322127625371744
"NP_251820.1",91.8190715686635,-0.027331434116657,0.258691880545953,-0.105652462145219,0.915858098873349,0.968481604554428
"NP_251821.1",262.402102827265,-0.656487398165635,0.240977713045692,-2.72426603219177,0.00644445731637268,0.0713511827976083
"NP_251822.1",1343.24749710349,-0.454832524444995,0.5772415344275,-0.787941437540685,0.430730961604847,0.685335925561713
"NP_251823.1",1233.47259795546,0.369022892543009,0.703681027195207,0.524417851670511,0.599987942796438,0.808224184697674
"NP_251824.1",1719.52120888585,0.198703119659722,0.153155790805558,1.29739214308905,0.19449629450612,0.452092349450734
"NP_251825.1",206.955844913463,-0.251293056144931,0.162167730008883,-1.54958730772865,0.121240601263171,0.35559644423256
"NP_251826.1",58.3261904149205,0.0294185243858906,0.308099018221215,0.0954839926324209,0.923930404192966,0.971925021849755
"NP_251827.1",191.075700150123,0.153627469884137,0.122103545845968,1.25817369855856,0.208328944711629,0.467835262507973
"NP_251828.1",1043.55758000762,0.224164977708597,0.144475998641858,1.5515724398229,0.120764561854282,0.354949463133845
"NP_251829.1",2418.89311975996,0.140757432991064,0.204179561544391,0.689380621284475,0.490583775118801,0.732187062865278
"NP_251830.1",65.6269946378106,-0.531297672572083,0.344567691208738,-1.5419253926806,0.12309172458805,0.357667600132134
"NP_251831.1",6281.65379192781,-0.267409714220758,0.277689006018534,-0.962982719607235,0.335556195316199,0.606078140519085
"NP_251832.1",866.481447377481,-0.472078657680932,0.258868103835457,-1.82362620456708,0.0682086021684346,0.262536988124764
"NP_251835.1",2374.35350928668,-0.194053765964891,0.479660122663591,-0.404565142683312,0.685797185079256,0.853975965676562
"NP_251836.1",1995.72156120057,-0.0582016184893557,0.381884751084875,-0.152406238594272,0.878866536872791,0.951651687214865
"NP_251837.1",2526.87189779335,-0.0368720483334975,0.286305703249083,-0.12878558797489,0.897527309685765,0.960981850748118
"NP_251838.1",4096.53935583855,-0.0586921795785012,0.397074882481187,-0.14781136296447,0.882491641499607,0.952756151828635
"NP_251839.1",9114.98936527127,-0.0735117239728718,0.482618688150236,-0.152318436433999,0.878935784412094,0.951651687214865
"NP_251840.1",17697.3129337587,-0.111456584417434,0.491433449681595,-0.226798937861572,0.820580089648794,0.923882030647245
"NP_251841.1",3662.84836059229,-0.0271175812601274,0.522138508425647,-0.0519356086987194,0.95858000091191,0.985165474493457
"NP_251842.1",2830.29508542412,0.109107605281394,0.546903193581661,0.199500764599398,0.841871045310564,0.932652834330499
"NP_251843.1",6745.06403620788,-0.012370189190502,0.549528220764533,-0.0225105621933155,0.982040686723833,0.991832710575401
"NP_251844.1",8293.32731809656,-0.23669629738923,0.48640945936587,-0.486619437249041,0.626528046493924,0.824993721203632
"NP_251845.1",9134.35776803499,-0.459248889377981,0.405342815309039,-1.13298884803926,0.257218936533352,0.52444879826486
"NP_251846.1",2795.57108114897,-0.559609703223705,0.374509064776113,-1.49424875352015,0.135110614071134,0.375728747210087
"NP_251847.1",3574.21656015314,-0.333246550105607,0.284605812965695,-1.17090563482544,0.241636709925673,0.508376001032201
"NP_251848.1",4788.07380762474,-0.34898670110186,0.222189988685243,-1.5706679817885,0.116259790087551,0.34777820952993
"NP_251849.1",47060.0810255224,-0.811242062768457,0.517277288787755,-1.56829244266574,0.116812898824331,0.348494949901037
"NP_251850.1",50669.8494409236,-0.134331715030405,0.519397253550551,-0.258630006439437,0.795920728961987,0.91013285815212
"NP_251851.1",2231.35530625922,0.324040241465907,0.573664848037088,0.564859852533543,0.572169092881531,0.789698489753054
"NP_251852.1",56017.9587262955,0.141498433783784,0.135242313660958,1.04625860023742,0.295441653930947,0.566619983626018
"NP_251853.1",1137.64213309309,-0.241494468553912,0.172497129332478,-1.39999123167114,0.161515944202975,0.411037370824239
"NP_251855.1",1529.55990782826,-0.446013042317003,0.15300804568154,-2.91496463686166,0.00355728848098496,0.0510889131196754
"NP_251856.1",1642.30435537251,-0.218806048251453,0.151731046665417,-1.44206510836205,0.149284007032181,0.393843199960902
"NP_251857.1",2939.37298635821,-0.0436514632651056,0.104470047604524,-0.417837114713972,0.676066212866046,0.849679673936677
"NP_251858.1",11164.242887551,-0.245069153441291,0.0918329121198652,-2.6686418603541,0.00761586095763682,0.0773657949391931
"NP_251859.1",938.789611210851,-0.276469535899778,0.153056678776235,-1.80632127987024,0.0708681697727001,0.266697245986727
"NP_251860.1",1357.73929798472,-0.0498909734780417,0.116122139662446,-0.429642216575315,0.667455922601682,0.845147859847227
"NP_251861.1",952.426698987147,-0.0703015718023858,0.145049155345501,-0.484674120541623,0.627907526919865,0.826405407203554
"NP_251862.1",396.875626074514,0.317484859698539,0.17825565585703,1.7810647195014,0.0749018784847011,0.274426262767283
"NP_251863.1",691.595485307331,0.0113522075879996,0.133486158927174,0.0850440800697022,0.932226346794674,0.974049850132829
"NP_251864.1",176.800076541348,-0.0157705028040855,0.309201473322493,-0.0510039704359269,0.959322356717774,0.985165474493457
"NP_251865.1",92.5643841230096,0.123267823811273,0.18802907369072,0.655578530445934,0.512095343163466,0.746663471507201
"NP_251866.1",42.7650336210241,0.758828456699861,0.253712919151426,2.99089403581755,0.00278161998611061,0.0449425694267523
"NP_251867.1",576.398585050405,0.00508668743690048,0.190270975039278,0.0267339116533692,0.978671965203801,0.991387770403301
"NP_251868.1",141.41935541121,-0.253075046193135,0.221294601205434,-1.14361147906269,0.252784798975974,0.519902958868196
"NP_251869.1",1712.15643595534,-0.123828545756918,0.217089437488277,-0.57040336549587,0.568404147454911,0.786650959052389
"NP_251870.1",224.793082991185,-0.466254327325297,0.314291846216307,-1.48350755178168,0.137939611536423,0.378228101094939
"NP_251871.1",355.906883549773,-0.278414065825826,0.172493864167427,-1.61405199639791,0.106516148408631,0.330920487901159
"NP_251872.1",630.224838848164,-0.660822421374488,0.3986090508329,-1.65782091498848,0.0973536184963199,0.314954255880411
"NP_251873.1",911.531194906562,-0.183149216762261,0.240969845642906,-0.760050355153858,0.447224485919204,0.69704814715057
"NP_251874.1",555.257167627058,0.0288975418488192,0.13995260857875,0.206480909089728,0.836415275780095,0.929880185734778
"NP_251875.1",846.433200888683,-0.270604005791922,0.117867057716254,-2.29584084845282,0.0216849828850004,0.140800391208916
"NP_251876.1",126.524500579849,0.275628888272451,0.17801145106677,1.54837729045344,0.121531485555372,0.35626160164386
"NP_251877.1",65.5085329363207,0.527225331372376,0.189931575193953,2.77586984067283,0.0055054243761079,0.0656634091897161
"NP_251878.1",40.4052718093965,0.2631989797181,0.282789966425962,0.930722482995196,0.351997136581039,0.619113950986524
"NP_251879.1",30.3746327260157,0.396586527494064,0.291354850239392,1.36118045458385,0.173456669317769,0.424389556157908
"NP_251880.1",59.7738068255567,0.495930924747686,0.218949463543167,2.26504745306175,0.0235097676807322,0.146982327074814
"NP_251881.1",71.1671817435044,0.159581854617677,0.221491012613361,0.720489074183099,0.471223924374768,0.716765892631352
"NP_251882.1",100.389981394659,0.256072946368346,0.166694665900936,1.53617960709388,0.124494336115929,0.360197563837757
"NP_251883.1",310.976320726173,0.168988321889341,0.238429272137267,0.708756606831618,0.478475530107858,0.721673540390631
"NP_251884.1",819.357287527516,-0.0295227057897631,0.183976685995795,-0.160469820564318,0.872510993228858,0.949748550796317
"NP_251885.1",709.55268842942,0.0288294304228774,0.225656689358416,0.127757925124422,0.898340548009782,0.961263133043462
"NP_251886.1",213.459096665125,0.221408491985997,0.171178526246656,1.29343613851987,0.195860257952463,0.453013447232538
"NP_251887.1",423.802683262065,-0.426402028160417,0.146527578881251,-2.91004622758411,0.00361375301264306,0.0513033342535349
"NP_251888.1",372.952988750926,-0.66577298095378,0.228358760496271,-2.91546941096946,0.0035515392011744,0.0510889131196754
"NP_251889.1",480.876580258038,-0.253487671361157,0.126108336251556,-2.01007862680473,0.0444228677768516,0.207810820282501
"NP_251890.1",551.837608807867,-0.337912490241413,0.128587696899647,-2.62787574852615,0.00859198926335724,0.0829067297321867
"NP_251891.1",915.105140055185,0.214181201370118,0.182068598058143,1.17637639688817,0.239444499362133,0.505850987053039
"NP_251892.1",712.85406689893,-0.752630374501794,0.261336673476327,-2.87992635893856,0.00397768067634686,0.0551320428906131
"NP_251893.1",261.823774172057,-0.390469953855092,0.222345336581222,-1.75614186408832,0.0790641883963668,0.282208732456679
"NP_251894.1",206.136478043669,0.279135059090208,0.201507946450012,1.38523102442242,0.165981837039704,0.416867171381237
"NP_251895.1",1120.35174503112,0.111155423110246,0.370631326167717,0.299908332788758,0.764247078098322,0.892558365217582
"NP_251896.1",296.832845645941,0.413699264419304,0.182005312318088,2.273006535635,0.0230257860930181,0.145760044538718
"NP_251897.1",164.908349981042,0.10639505533608,0.285933143998151,0.372097665378615,0.709820134501099,0.866093741055002
"NP_251898.1",469.266017124742,-0.370024814848607,0.190219729724336,-1.94524939860256,0.051744969048571,0.228048806480482
"NP_251899.1",26.6650549658777,0.624946226141242,0.3325896126601,1.87903110125067,0.0602402466717737,0.245645848130388
"NP_251900.1",432.617079265554,0.141209009727484,0.21280309321116,0.663566528083148,0.506967786281646,0.744661726457996
"NP_251901.1",477.361138259712,0.272388627058268,0.217349648293578,1.2532278252889,0.210122806248566,0.470281174612305
"NP_251902.1",176.524915262408,0.220570785440979,0.23367793228751,0.943909351138882,0.345215973046054,0.614420143506327
"NP_251903.1",258.500083835395,0.537674473377924,0.283986948713397,1.8933069840493,0.0583170569272325,0.240628212621795
"NP_251904.1",271.720393404437,0.884524181418396,0.376913618896415,2.34675569433718,0.0189376673685159,0.131941796588546
"NP_251905.1",431.072250737629,0.121023891521395,0.112920518578951,1.07176174042079,0.283827061703771,0.555070657617719
"NP_251906.1",136.571277229315,0.277639186356024,0.224406665340837,1.23721452718142,0.216007449681055,0.476984269101034
"NP_251907.1",276.834789417228,0.406177264383025,0.23490250258924,1.72913127746996,0.0837856024236491,0.289299514516028
"NP_251909.1",22.7411001480602,-0.72826776650488,0.304537677173641,-2.39138806489824,0.0167848012549896,0.122749901809516
"NP_251910.1",498.112799087481,-0.431122569141378,0.0996393448057513,-4.32683063083021,1.51270187021397e-05,0.00193583687588743
"NP_251911.1",111.448505255638,0.0836361076727954,0.250702432143269,0.333607085331346,0.738676070967679,0.878947035418189
"NP_251912.1",202.699383740674,0.227554344602657,0.272337903625557,0.835558846467168,0.403403128649878,0.659116742663021
"NP_251913.1",517.919602478054,-0.429983993009037,0.455687698666909,-0.943593593302898,0.345377367404961,0.614420143506327
"NP_251914.1",270.242139964064,-0.318818819379025,0.246187713914846,-1.29502327435114,0.19531220069905,0.45249904605474
"NP_251915.1",700.83206457333,-0.332982392609094,0.147734145792432,-2.25392979275718,0.024200585065874,0.149120678266217
"NP_251916.1",465.621213950338,-0.359160917170748,0.129603636971501,-2.77122560418366,0.00558457189530737,0.0659575597082785
"NP_251917.1",744.283427998988,-0.498332466101594,0.129636803620002,-3.84406628508315,0.000121012296659538,0.00634515419654447
"NP_251918.1",713.650576220964,-0.440912275626362,0.189841691376437,-2.32252606068536,0.020204626836116,0.135461177267952
"NP_251919.1",27.681426679081,-0.0589512098355,0.239689355751052,-0.245948384527882,0.805722188486526,0.916350301536344
"NP_251920.1",239.70516361164,-0.251583072190582,0.145270370565106,-1.73182646407465,0.0833044647697207,0.28923352825559
"NP_251921.1",16.4017587236632,-0.991128568342671,0.52055951553134,-1.90396782456472,0.0569143747434851,0.237707192747624
"NP_251922.1",152.71630031792,0.251238681950573,0.238450060678859,1.05363228357043,0.292051302716919,0.563968491869746
"NP_251923.1",303.455752457899,0.495667590626382,0.334405056795201,1.48223712696409,0.138277210997405,0.378515449940248
"NP_251924.1",895.515550347519,0.976891219924446,0.319979270989583,3.05298282886659,0.00226578903023799,0.0402115601437508
"NP_251925.1",1422.24773306462,0.591004840286449,0.471899758708057,1.25239487704862,0.210426012122505,0.470281174612305
"NP_251926.1",283.279469836273,0.388734104650118,0.45781751738521,0.849102731739806,0.395824130489561,0.655344211278219
"NP_251927.1",56.5807488072608,1.08369478785028,0.492744952466952,2.19930165174642,0.0278564803437375,0.162291737683955
"NP_251928.1",1239.2358699531,-0.473176547590599,0.291525097913549,-1.6231074133141,0.104566445153551,0.3277948686765
"NP_251929.1",453.417456330078,-0.611531456499262,0.155528937148417,-3.93194647704494,8.42608283935174e-05,0.00529063579282802
"NP_251930.1",641.905766997398,-0.289505586236573,0.324663898190785,-0.891708588019383,0.372549149167764,0.634325344020296
"NP_251931.1",363.84510267385,-0.157836475976906,0.107364062088863,-1.47010529320573,0.141533238986638,0.382980400334827
"NP_251932.1",786.947924036586,-0.647563513735602,0.13234621494171,-4.89295076569294,9.9335263044013e-07,0.000290581785262434
"NP_251933.1",666.344908832601,-0.200370773663777,0.273750433681036,-0.731946872081456,0.464200995657175,0.7113397115695
"NP_251934.1",2318.12583120464,0.17094306204744,0.181861288678664,0.939963987330392,0.347236033421892,0.615021629623607
"NP_251935.1",243.760596435798,-0.269587213679683,0.302449315074952,-0.891346748835831,0.372743176245104,0.634325344020296
"NP_251936.1",99.7459433396953,0.519278491699878,0.2585502168078,2.00842412012324,0.0445982419140406,0.20812512893219
"NP_251937.1",1223.50728126468,-0.114954648277424,0.183796317270518,-0.625445873913944,0.531678462047133,0.760899211491577
"NP_251938.1",166.305889887621,-0.409637017970101,0.131058946722231,-3.12559369821806,0.00177446530694387,0.0352103718512292
"NP_251939.1",82.2818973299658,-0.288005135529534,0.162718479298183,-1.76995960613522,0.0767338700336905,0.277811372601027
"NP_251940.1",319.011776178393,-0.488982614817052,0.230617712301625,-2.12031682188188,0.0339793359758207,0.180724544835992
"NP_251941.1",80.1253243063362,-0.447273758670943,0.229518239723231,-1.9487503878136,0.0513252411587931,0.226941678886692
